snr_ratio,round,question,original_answer,prompt_knowledge_parent_ids,top_parent_id,AutoCorrect,AutoSupport,ManualSupport,AnswerCorrect,FinalCorrect,EvidenceParentID,EvidenceQuote,CorrectionReason,NeedHumanReview,OriginalRollingAccuracy,CorrectedRollingAccuracy
1:5,30,解释KMP算法相比朴素匹配算法的优势。,导师，KMP算法的核心优势在于：它利用已匹配部分的模式串信息，通过next数组避免主串指针回溯，从而将最坏时间复杂度从朴素匹配的O(m×n)降至O(m+n)，显著提升了匹配效率。,"['510f1b66', '36813c45', '22763916', '27efd829', 'be127544']",510f1b66,0,否,是,是,1,510f1b66,答：O(m×n)，其中m为模式串长度，n为主串长度。最坏情况下每次匹配都需要比较到模式串的最后一个字符才发现不匹配。问10：KMP算法相比朴素匹配算法的优势是什么？答：KMP算法利用已经部分匹配的信息，避免主串指针回溯，最坏时间复杂度为O(m+n)，比朴素算法的O(m×n)更高效。问11：数组通常采用什么存储方式？答：数组通常采用顺序存储，元素在内存中连续存...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 510f1b66 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5333,1.0
1:5,31,"广义表((a,b),c,(d,(e)))的表头和表尾分别是什么？","导师，广义表((a,b),c,(d,(e)))的表头是第一个元素(a,b)，即**子表(a,b)**；表尾是除去表头后剩余元素组成的子表，即**(c,(d,(e)))**。注意，表尾一定是子表，而非单个元素。","['510f1b66', '4199444b', 'bb48b311', '2fd99ca9', '2a0b981a']",510f1b66,0,否,是,是,1,2a0b981a,"第一个非零元的链接信息）、十字链表（每个非零元同时链入行链表和列链表）。问13：广义表的深度是指什么？答：广义表的深度是指广义表中括号嵌套的最大层数。例如，广义表((a,b...",原始CSV自动判定为0，但人工复核发现进入Prompt的父块 2a0b981a 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5161,1.0
1:5,32,树中结点的度是什么意思？,导师，树中结点的度是指该结点所拥有的子树的个数（即直接后继结点数）。例如，根结点有3个子结点，则根的度为3。叶子结点的度为0。,"['b700e16c', '9a64b21e', '510f1b66', '8bf37d39', 'af044c79']",b700e16c,0,否,是,是,1,af044c79,问15：二叉树与度为2的树有什么区别？答：二叉树是有序树，即使一个结点只有一个子树，也区分是左子树还是右子树。度为2的树的每个结点要么有0个孩子要么有2个孩子，但不区分左右。二叉树可以是空树，度为2的树至少要有3个结点（否则度不为2）。问16：一棵完全二叉树有768个结点，其叶子结点数是多少？答：完全二叉树中，度为1的结点数只可能为0或1。答：完全二叉树中，...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 af044c79 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,33,二叉树第k层最多有多少个结点？深度为h的二叉树最多有多少个结点？,"导师，对于二叉树：
- 第k层最多有 **2^(k-1)** 个结点（k≥1，根为第1层）。因为每层最多是上一层的2倍。
- 深度为h的二叉树最多有 **2^h - 1** 个结点，当树为满二叉树时达到最大值，即各层结点数之和为等比数列求和结果。","['0179f9a7', '510f1b66', 'b700e16c', 'af044c79', '9a64b21e']",0179f9a7,1,是,是,是,1,0179f9a7,答：结点的度是指该结点拥有的子树个数，或者说该结点有多少个直接后继。问14：二叉树的第k层最多有多少个结点？答：最多有2^(k-1)个结点。二叉树每个结点最多有两个孩子，第1层最多1个，第2层最多2个，以此类推。问15：深度为h的二叉树最多有多少个结点？答：最多有2^h - 1个结点。满二叉树时达到最大结点数，每层结点数之和为等比数列求和。问16：什么是满二...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5152,1.0
1:5,34,满二叉树和完全二叉树分别是什么？,"导师，满二叉树和完全二叉树都是二叉树的重要概念，区别如下：

- **满二叉树**：一棵深度为h的二叉树，如果所有叶子结点都在第h层，且每个非叶子结点都有两个孩子，则称为满二叉树。此时结点总数达到最大值2^h - 1。满二叉树每一层都是满的。

- **完全二叉树**：一棵二叉树中，除了最后一层外，其余各层都是满的，且最后一层的结点从左到右连续排列（中间无空缺），则称为完全二叉树。完全二叉树可以看作满二叉树在最后一层从右向左删去若干结点得到的。叶子结点只可能出现在最后两层。

简言之，满二叉树是完全二叉树的特例，完全二叉树不一定是满的。","['0179f9a7', 'af044c79', '510f1b66', '2a0b981a', 'b700e16c']",0179f9a7,0,否,是,是,1,0179f9a7,答：结点的度是指该结点拥有的子树个数，或者说该结点有多少个直接后继。问14：二叉树的第k层最多有多少个结点？答：最多有2^(k-1)个结点。二叉树每个结点最多有两个孩子，第1层最多1个，第2层最多2个，以此类推。问15：深度为h的二叉树最多有多少个结点？答：最多有2^h - 1个结点。满二叉树时达到最大结点数，每层结点数之和为等比数列求和。问16：什么是满二...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 0179f9a7 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,35,哈夫曼树的构建原则是什么？,导师，哈夫曼树的构建原则是：每次从森林中选出两个权值最小的树合并为一棵新树，新树的权值为两者之和，重复此过程直到只剩一棵树。这样能保证带权路径长度WPL最小。,"['0179f9a7', 'b34e95d1', 'b700e16c', '4bf02381', '4199444b']",0179f9a7,1,是,是,是,1,b34e95d1,。后序遍历：左子树→右子树→根。三种遍历的区别在于访问根结点的时机不同。问19：哈夫曼树的构建原则是什么？答：每次从森林中选取两个权值最小的树合并为一棵新树，新树的权值为两棵子树权值之和。重复此过程直到只剩一棵树。哈夫曼树的带权路径长度WPL最小。问20：什么是图的连通分量？问20：什么是图的连通...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5143,1.0
1:5,36,什么是图的连通分量和生成树？,"导师，我来解释这两个概念。

**连通分量**：在无向图中，如果任意两个顶点之间都存在路径，则称该图为连通图。连通分量指的是无向图中的**极大连通子图**——即该子图本身是连通的，且再添加任意一个原图中不在该子图中的顶点就不再连通。一个有多个连通分支的非连通图，其每个分支都是一个连通分量。例如，一个由两棵分离的树组成的图，就有两个连通分量。

**生成树**：对于一个连通的无向图，它的生成树是一个**极小连通子图**，包含原图中的所有顶点，并且只有恰好能保持图连通的边数（即边数 = 顶点数 - 1）。生成树不能含有回路，因为一旦有回路就可以去掉一条边而不破坏连通性。最小生成树则是权值之和最小的生成树，可以用Prim或Kruskal算法求得，这也是我们之前讨论的内容。

这两个概念中，连通分量是图整体的结构划分，生成树则是针对单个连通分量的简化表示。","['b34e95d1', '52fea983', '2a921859', '8bf37d39', '1ecad386']",b34e95d1,0,否,是,是,1,2a921859,rim算法从任意顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树。Kruskal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 2a921859 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,37,Prim算法和Kruskal算法的基本思想有什么区别？,导师，Prim算法和Kruskal算法的核心区别在于构建策略：**Prim是顶点优先**——从任意起点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树；**Kruskal是边优先**——每次从全图中挑选权值最小且不构成回路的边，逐步合并连通分量。前者适合边稠密图，后者适合边稀疏图。,"['2a921859', 'b34e95d1', '8bf37d39', '40e1c76b', '9a64b21e']",2a921859,1,是,是,是,1,2a921859,问22：Prim算法和Kruskal算法的基本思想分别是什么？答：Prim算法从任意顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树。Kruskal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5135,1.0
1:5,38,拓扑排序适用于什么图？,"导师，拓扑排序适用于有向无环图（DAG）。它能够将图中所有顶点排成一个线性序列，使得对于每条有向边(u, v)，顶点u在序列中始终出现在顶点v之前，常用于任务调度和依赖分析。","['2a921859', 'b34e95d1', '64995d10', 'e49ed934', '4199444b']",2a921859,0,否,是,是,1,2a921859,kal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 2a921859 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,39,什么是AOE网中的关键路径？,导师，关键路径是指AOE网中从源点到汇点**最长的路径**，它决定了整个工程的最短完成时间。关键路径上的活动称为关键活动，任何关键活动延期都会直接影响总工期；而非关键活动则有一定的缓冲时间。计算关键路径通常分四步：①对顶点进行拓扑排序；②按拓扑序求每个事件的最早发生时间(ve)；③按逆拓扑序求每个事件的最晚发生时间(vl)；④对每条边（活动）计算最早开始时间和最晚开始时间，若两者相等则为关键活动，其所在路径即为关键路径。,"['2a921859', 'f044afa6', 'b700e16c', 'bb48b311', '5fc40fbf']",2a921859,0,否,是,是,1,2a921859,问22：Prim算法和Kruskal算法的基本思想分别是什么？答：Prim算法从任意顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树。Kruskal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 2a921859 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4872,1.0
1:5,40,顺序查找和二分查找的平均查找长度分别有什么特点？,导师，顺序查找的平均查找长度（ASL）特点为：查找成功时约为(n+1)/2，查找失败时为n，它对表的结构无特殊要求，但效率较低。二分查找的ASL特点为：查找成功时约为log₂(n+1)-1，效率远高于顺序查找，但要求表采用顺序存储且已按关键字有序排列。简单来说，顺序查找普适但慢，二分查找快但条件苛刻。,"['2a921859', '52ee2425', '268d8ea7', '22763916', '07c52459']",2a921859,1,是,是,是,1,52ee2425,答：查找成功时ASL约为(n+1)/2，查找失败时ASL为n。顺序查找对表的结构没有要求，但效率较低。问26：二分查找的平均查找长度（ASL）大约是多少？答：二分查找查找成功时的ASL约为log2(n+1)-1。二分查找的效率远高于顺序查找，但要求表顺序存储且有序。问27：什么是平衡二叉树？答：平衡二叉树是一种二叉排序树，,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5,1.0
1:5,41,什么是平衡二叉树？,导师，平衡二叉树（AVL树）是一种特殊的二叉排序树，它要求任意结点的左右子树高度差的绝对值不超过1。平衡因子定义为左子树高度减去右子树高度，取值范围为-1、0或1。通过维持这种平衡，可以保证查找、插入和删除操作的平均时间复杂度为O(log n)。,"['9a64b21e', 'df42e8d4', '339d1dcd', '52ee2425', '0179f9a7']",9a64b21e,1,是,是,是,1,52ee2425,+1)-1。二分查找的效率远高于顺序查找，但要求表顺序存储且有序。问27：什么是平衡二叉树？答：平衡二叉树是一种二叉排序树，其中任意结点的左右子树高度差的绝对值...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5122,1.0
1:5,42,哈希表中常用的处理冲突方法有哪些？,"导师，常用的哈希表冲突处理方法主要有以下几类：

1. **开放地址法**：当冲突发生时，在哈希表中寻找下一个空闲地址。常见探查方式包括线性探测（逐步后移）、平方探测（1²,2²...）、双哈希（使用第二个哈希函数计算步长）等。
2. **链地址法**：每个哈希地址对应一个链表，所有同义词结点链接在同一个链表中。此法最常用，能有效处理大量冲突。
3. **再哈希法**：准备多个哈希函数，当第一个发生冲突时，依次尝试后续哈希函数，直到找到空闲地址。
4. **公共溢出区法**：将所有发生冲突的关键字都存入一个独立的公共溢出区，查找时先查基本表，若匹配失败再到溢出区顺序查找。

其中，**链地址法**和**开放地址法**是实际应用中最普遍的两种。","['22763916', '52ee2425', 'bac0b444', '945b158b', 'a7a6ac4e']",22763916,0,否,是,是,1,52ee2425,答：查找成功时ASL约为(n+1)/2，查找失败时ASL为n。顺序查找对表的结构没有要求，但效率较低。问26：二分查找的平均查找长度（ASL）大约是多少？答：二分查找查找成功时的ASL约为log2(n+1)-1。二分查找的效率远高于顺序查找，但要求表顺序存储且有序。问27：什么是平衡二叉树？答：平衡二叉树是一种二叉排序树，其中任意结点的左右子树高度差的绝对值...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 52ee2425 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,43,什么是排序算法的稳定性？哪些排序算法是稳定的？,"导师，排序算法的稳定性是指：如果待排序序列中存在两个关键字相等的元素，排序后它们的相对次序保持不变，则该算法是稳定的；否则不稳定。

常见的稳定排序算法有：**冒泡排序、直接插入排序、归并排序、基数排序**。而不稳定的常见算法包括：简单选择排序、快速排序、堆排序、希尔排序。您之前提到的归并排序和基数排序都是稳定的，而堆排序和简单选择排序不稳定。","['b0cf2611', 'fbf3d576', '52ee2425', '679e9079', '110445fa']",b0cf2611,1,是,是,是,1,b0cf2611,它的时间复杂度是多少？答：堆排序利用堆这种数据结构实现，堆是一棵完全二叉树，分为大顶堆和小顶堆。堆排序的时间复杂度始终为O(n log n)，且空间复杂度为O(1)。问34：归并排序的核心思想是什么？它的空间复杂度是多少？答：归并排序采用分治策略，将序列递归地分成两半，分别排序后再将两个有序子序列合并。归并排序是稳定的，时间复杂度O(n log n)，空间复...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5116,1.0
1:5,44,快速排序最坏时间复杂度是多少？什么时候出现？,导师，快速排序最坏时间复杂度为O(n^2)。当每次划分选取的基准都是当前区间的最小或最大元素时（如序列已有序或逆序），就会达到最坏情况。,"['fbf3d576', '110445fa', '656785d2', 'e49ed934', 'd15852c3']",fbf3d576,0,否,是,是,1,656785d2,大顶堆是指每个结点的值都大于或等于其左右孩子结点的值的完全二叉树。堆排序中建堆的时间复杂度是O(n)。虽然每个结点的调整可能需要O(log n)，但所有结点的总调整次数是线性级别，详细证明可用数学归纳法或势能分析。问36：快速排序的空间复杂度是多少？为什么？答：快速排序的空间复杂度平均为O(log n)，最坏为O(n)。答：快速排序的空间复杂度平均为O(...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 656785d2 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,1.0
1:5,45,堆排序和归并排序分别有什么核心特征？,导师，堆排序的核心特征是借助完全二叉树（大/小顶堆）进行选择排序，时间复杂度始终为O(n log n)，空间复杂度O(1)，但不稳定。归并排序的核心特征是采用分治策略，将序列递归地分成两半分别排序再合并，稳定且时间复杂度恒为O(n log n)，但需要O(n)的额外空间。,"['679e9079', '22763916', '110445fa', 'b0cf2611', 'fbf3d576']",679e9079,1,是,是,是,1,b0cf2611,它的时间复杂度是多少？答：堆排序利用堆这种数据结构实现，堆是一棵完全二叉树，分为大顶堆和小顶堆。堆排序的时间复杂度始终为O(n log n)，且空间复杂度为O(1)。问34：归并排序的核心思想是什么？它的空间复杂度是多少？答：归并排序采用分治策略，将序列递归地分成两半，分别排序后再将两个有序子序列合并。归并排序是稳定的，时间复杂度O(n log,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5111,1.0
1:5,46,已知二叉树后序序列为C B E D A，中序序列为C B A E D，请画出二叉树结构。,"导师，根据后序序列“C B E D A”，最后一个元素A是根结点。在中序序列“C B A E D”中，A左侧的“C B”构成左子树，右侧的“E D”构成右子树。

对于左子树，后序为“C B”，中序为“C B”，可知B为左子树的根；在中序中B左侧是C、右侧为空，因此C是B的左孩子。

对于右子树，后序为“E D”，中序为“E D”，可知D为右子树的根；在中序中D左侧是E、右侧为空，因此E是D的左孩子。

所以二叉树结构为：
- 根结点A，左孩子B，右孩子D。
- B的左孩子C，B的右孩子为空。
- D的左孩子E，D的右孩子为空。

可用文字描述为：
```
    A
   / \
  B   D
 /   /
C   E
```","['bbe250dc', '1ecad386', '3f210429', 'b0cf2611', '0179f9a7']",bbe250dc,1,是,是,是,1,bbe250dc,问36：已知一棵二叉树的后序序列为C B E D A，中序序列为C B A E D，请画出该二叉树。答：后序最后一个元素A为根。在中序中，A左侧C B为左子树，右侧E D为右子树。左子树后序C B、中序C B，可知B为左子树根，C为B的左孩子。右子树后序E D、中序E D，可知D为右子树根，E为D的左孩子。二叉树结构为：A的左孩子B、,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5217,1.0
1:5,47,有向图邻接矩阵第一行为0 1 0 1，第二行0 0 1 0，第三行1 0 0 1，第四行0 1 0 0，顶点1的出度和入度是多少？,导师，根据邻接矩阵，顶点1的出度为第1行中1的个数，即第1行有两个1（分别指向顶点2和顶点4），所以出度为2。顶点1的入度为第1列中1的个数，即第1列中只有第3行为1（来自顶点3），所以入度为1。,"['7c3cefd2', 'bbe250dc', '64995d10', 'e75bb322', '3f210429']",7c3cefd2,1,是,是,是,1,7c3cefd2,后序遍历为：C B E F D A。问38：设有向图的邻接矩阵如下，求顶点1的出度和入度。邻接矩阵：第一行0 1 0 1，第二行0 0 1 0，第三行1 0 0 1，第四行0 1 0 0。答：顶点1的出度为第1行中1的个数，即2（到顶点2和顶点4）。顶点1的入度为第1列中1的个数，即1（来自顶点3）。邻接矩阵中行表示出边，列表示入边。邻接矩阵中行表示出边，列...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5319,1.0
1:5,48,"无向图边集为{(A,B),(A,C),(B,C),(B,D),(C,E),(D,E),(D,F)}，邻接表按字母顺序，从A出发DFS序列是什么？","导师，根据给定的无向图边集和邻接表按字母顺序，从A出发进行深度优先搜索（DFS）的访问序列为：**A B C E D F**。

解析步骤：从A开始，邻接点按字母顺序先访问B；从B出发，未访问的邻接点按字母顺序先访问C；从C出发，访问E；从E出发，访问D；从D出发，访问F；之后回溯，所有顶点均已访问完毕。","['7c3cefd2', '7366f611', '3f210429', '52fea983', '1ecad386']",7c3cefd2,0,否,是,是,1,7c3cefd2,后序遍历为：C B E F D A。问38：设有向图的邻接矩阵如下，求顶点1的出度和入度。邻接矩阵：第一行0 1 0 1，第二行0 0 1 0，第三行1 0 0 1，第四行0 1 0 0。答：顶点1的出度为第1行中1的个数，即2（到顶点2和顶点4）。顶点1的入度为第1列中1的个数，即1（来自顶点3）。邻接矩阵中行表示出边，列表示入边。邻接矩阵中行表示出边，列...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 7c3cefd2 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5208,1.0
1:5,49,"对序列{15,9,7,8,20,-1,7,4}进行一趟希尔排序，增量d=4，结果是什么？","导师，对序列 {15, 9, 7, 8, 20, -1, 7, 4} 进行一趟希尔排序，增量 d=4，结果是：

**15, -1, 7, 4, 20, 9, 7, 8**

解析步骤如下：
- 按增量 d=4 将序列分成 4 个子序列：
  - 子序列1（索引0,4）：15, 20 → 不变
  - 子序列2（索引1,5）：9, -1 → 排序为 -1, 9
  - 子序列3（索引2,6）：7, 7 → 不变
  - 子序列4（索引3,7）：8, 4 → 排序为 4, 8
- 将各组结果放回原位置，即得到上述序列。","['7366f611', 'e49ed934', '1fbc2070', 'be127544', '921d2ef6']",7366f611,1,是,是,是,1,7366f611,"（已访问）、F，访问F。最终DFS序列：A B C E D F。问40：对序列{15, 9, 7, 8, 20, -1, 7, 4}进行一趟希尔排序，增量d=...",原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5306,1.0
1:5,50,设计算法对无序数组建大顶堆，核心思路和时间复杂度是什么？,导师，建大顶堆的核心思路是：从最后一个非叶子结点（下标为n/2-1）开始，自底向上逐步调用向下调整函数，确保每个子树都满足堆的性质。时间复杂度为O(n)，因为所有结点的总调整次数是线性级别，而非直观的O(n log n)。,"['921d2ef6', 'd15852c3', 'be127544', '5472b40f', '656785d2']",921d2ef6,1,是,是,是,1,921d2ef6,key)最坏情况是关键字有序时，二叉排序树退化为单链表，每次插入需要O(n)，总时间复杂度O(n^2)。最好和平均情况为O(n log n)。问50：设计算法，对一个无序数组建大顶堆，写出建堆的伪代码并分析时间复杂度。答：核心思想：从最后一个非叶子结点开始（下标为n/2-1），逐个向前调用调整函数。答：核心思想：从最后一...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.54,1.0
